2023-04-01 00:15:09,RdpSnitch,ip,43.156.9.187,,https://twitter.com/RdpSnitch/status/1641957334904713217
2023-04-01 00:15:09,RdpSnitch,ip,162.241.158.17,,https://twitter.com/RdpSnitch/status/1641957334904713217
2023-04-01 00:15:09,RdpSnitch,ip,31.43.185.32,,https://twitter.com/RdpSnitch/status/1641957334904713217
2023-04-01 00:27:53,harugasumi,url,http://www.saiaosnaard.co.jp.hhsw26.top/,#phishing,https://twitter.com/harugasumi/status/1641960538552041473
2023-04-01 00:31:00,Coolcarlos17,url,"https://varejo-online-4898.myshopify.com/products/tv-smart-tv-lg-50nano79-50-nanocell-4k,#phishing,#golpepix,#golpetai,#golpeShopify,#golpeGoogleAds,#fakewebsite,@Shopify,@magalu",#phishing,https://twitter.com/Coolcarlos17/status/1641961323121594368
2023-04-01 00:31:00,Coolcarlos17,url,"http://https://varejo-online-4898.myshopify.com/products/tv-smart-tv-lg-50nano79-50-nanocell-4k,#phishing,#golpepix,#golpetai,#golpeShopify,#golpeGoogleAds,#fakewebsite,@Shopify,@magalu",#phishing,https://twitter.com/Coolcarlos17/status/1641961323121594368
2023-04-01 00:39:45,CyberSecApe,url,http://australiadevelopmentfoundation.org,#scam,https://twitter.com/CyberSecApe/status/1641963524342829063
2023-04-01 00:54:00,Coolcarlos17,url,"https://super-varejo-8646.myshopify.com/products/geladeira-refrigerador-electrolux-duplex-tw42s-top-freezer-com-dispenser-de-agua-382l-inox,#phishing,#golpepix,#golpetai,#golpeShopify,#golpeGoogleAds,#fakewebsite,@Shopify,@magalu",#phishing,https://twitter.com/Coolcarlos17/status/1641967111764340737
2023-04-01 00:54:00,Coolcarlos17,url,"http://https://super-varejo-8646.myshopify.com/products/geladeira-refrigerador-electrolux-duplex-tw42s-top-freezer-com-dispenser-de-agua-382l-inox,#phishing,#golpepix,#golpetai,#golpeShopify,#golpeGoogleAds,#fakewebsite,@Shopify,@magalu",#phishing,https://twitter.com/Coolcarlos17/status/1641967111764340737
2023-04-01 01:04:49,noladefense,url,http://netpay-pay.com/,#phishing,https://twitter.com/noladefense/status/1641969833536307200
2023-04-01 01:04:49,noladefense,ip,91.215.85.33,#phishing,https://twitter.com/noladefense/status/1641969833536307200
2023-04-01 01:05:49,noladefense,url,http://seuspay.com/,#phishing,https://twitter.com/noladefense/status/1641970086125662209
2023-04-01 01:06:28,noladefense,url,http://www.smjtb-japans-rocroft.icu/,#phishing,https://twitter.com/noladefense/status/1641970250269745153
2023-04-01 01:06:28,noladefense,ip,45.15.166.45,#phishing,https://twitter.com/noladefense/status/1641970250269745153
2023-04-01 01:06:29,harugasumi,url,http://www.cmexicomou.com,#phishing,https://twitter.com/harugasumi/status/1641970253088555009
2023-04-01 01:07:10,noladefense,url,http://www.smjtb-japans-flomike.icu/,#phishing,https://twitter.com/noladefense/status/1641970424920637440
2023-04-01 01:07:48,noladefense,url,http://www.smjtb-japans-scotben.icu/,#phishing,https://twitter.com/noladefense/status/1641970585285668864
2023-04-01 01:18:04,noladefense,url,http://www.moppp.top/,#phishing,https://twitter.com/noladefense/status/1641973167416565765
2023-04-01 01:18:04,noladefense,ip,45.32.161.246,#phishing,https://twitter.com/noladefense/status/1641973167416565765
